id,name_ar,name_en,category,type,country,region,city,latitude,longitude,geometry_type,geometry_geojson,source_url,source_type,confidence_score,is_verified,is_approximate,notes
AUH-TRAN-0011,قاعدة الظفرة الجوية,Al Dhafra Air Base,airports_transport,airport,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.23809,54.5491365,point,,https://www.openstreetmap.org/way/218153981,openstreetmap,0.9,false,true,osm:way/218153981 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only | wikidata:Q2886453
AUH-TRAN-0012,مطار الحمراء,Al Hamra Airport,airports_transport,airport,United Arab Emirates,Abu Dhabi,Yaw Al Ghadar,24.0667339,52.4651485,point,,https://www.openstreetmap.org/way/200338235,openstreetmap,0.9,false,true,osm:way/200338235 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only | wikidata:Q12691471
AUH-TRAN-0013,مطار قَفاي,Al Qaffay Airport,airports_transport,airport,United Arab Emirates,Abu Dhabi,Sila,24.5905008,51.726471,point,,https://www.openstreetmap.org/way/1047826952,openstreetmap,0.85,false,true,osm:way/1047826952 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-TRAN-0014,,Al Yasat Airport,airports_transport,airport,United Arab Emirates,Abu Dhabi,Sila,24.1878008,51.9957541,point,,https://www.openstreetmap.org/way/1049264797,openstreetmap,0.85,false,true,osm:way/1049264797 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-TRAN-0015,مطار أرزنه,Arzanah Airport,airports_transport,airport,United Arab Emirates,Abu Dhabi,Dalma,24.7807994,52.5600374,point,,https://www.openstreetmap.org/way/498899339,openstreetmap,0.9,false,true,osm:way/498899339 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only | wikidata:Q12691712
AUH-TRAN-0016,,B03115,airports_transport,bus_station,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4323044,54.4413545,point,,https://www.openstreetmap.org/node/3210867729,openstreetmap,0.85,false,true,osm:node/3210867729 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-TRAN-0017,,Baniyas West,airports_transport,bus_station,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.2819781,54.6427903,point,,https://www.openstreetmap.org/node/4303115690,openstreetmap,0.85,false,true,osm:node/4303115690 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-TRAN-0018,,Bus Stop,airports_transport,bus_station,United Arab Emirates,Abu Dhabi,Al Ain,24.2246261,55.7428786,point,,https://www.openstreetmap.org/node/5242525124,openstreetmap,0.85,false,true,osm:node/5242525124 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-TRAN-0019,,Bus Stop,airports_transport,bus_station,United Arab Emirates,Abu Dhabi,Al Ain,24.2303319,55.766039,point,,https://www.openstreetmap.org/node/5255531522,openstreetmap,0.85,false,true,osm:node/5255531522 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-TRAN-0020,مسجد الشيخة سلامة,Bus Stop 90422A Across Gift Palace & Choitram,airports_transport,bus_station,United Arab Emirates,Abu Dhabi,Al Ain,24.2220427,55.7688482,point,,https://www.openstreetmap.org/node/5242528626,openstreetmap,0.85,false,true,osm:node/5242528626 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-TRAN-0021,مهبط طيران فلج هزاع,Camp Falaj Hazza' Airfield,airports_transport,airport,United Arab Emirates,Abu Dhabi,Al Ain,24.1907236,55.7152328,point,,https://www.openstreetmap.org/way/199766105,openstreetmap,0.85,false,true,osm:way/199766105 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-TRAN-0022,مطار جزيرة داس,Das Island Airport,airports_transport,airport,United Arab Emirates,Abu Dhabi,Abu Dhabi,25.1383935,52.8746398,point,,https://www.openstreetmap.org/way/954318369,openstreetmap,0.9,false,true,osm:way/954318369 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only | wikidata:Q12692396
AUH-TRAN-0023,مطار دلما,Delma Airport,airports_transport,airport,United Arab Emirates,Abu Dhabi,Dalma,24.5128575,52.3345243,point,,https://www.openstreetmap.org/way/200674020,openstreetmap,0.9,false,true,osm:way/200674020 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only | wikidata:Q5211510
AUH-TRAN-0024,محطة العبارات دلما,Delma Island Ferry Terminal,airports_transport,ferry_terminal,United Arab Emirates,Abu Dhabi,Al Ruwais,24.2135145,52.5903092,point,,https://www.openstreetmap.org/node/2222889080,openstreetmap,0.85,false,true,osm:node/2222889080 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-TRAN-0025,,Emirates Falcons Aeroclub,airports_transport,airport,United Arab Emirates,Abu Dhabi,Al Ain,24.4662696,55.6249052,point,,https://www.openstreetmap.org/way/1531595009,openstreetmap,0.85,false,true,osm:way/1531595009 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-TRAN-0026,,Emirates transport,airports_transport,bus_station,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.3532667,54.4835437,point,,https://www.openstreetmap.org/node/4796512521,openstreetmap,0.85,false,true,osm:node/4796512521 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-TRAN-0027,مطار جبل الظنة,Jebel Dhana Airport,airports_transport,airport,United Arab Emirates,Abu Dhabi,Al Ruwais,24.188068,52.6139673,point,,https://www.openstreetmap.org/way/205062302,openstreetmap,0.9,false,true,osm:way/205062302 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only | wikidata:Q16892878
AUH-TRAN-0028,,Liwa Air Base,airports_transport,airport,United Arab Emirates,Abu Dhabi,Al Bday'ah,23.6588362,53.8130833,point,,https://www.openstreetmap.org/relation/2877181,openstreetmap,0.9,false,true,osm:relation/2877181 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only | wikidata:Q60747438
AUH-TRAN-0029,محطة الحافلات مدينة زايد,Madinat Zayed Bus Station,airports_transport,bus_station,United Arab Emirates,Abu Dhabi,Zayed City,23.6508614,53.7066655,point,,https://www.openstreetmap.org/node/4603968290,openstreetmap,0.85,false,true,osm:node/4603968290 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-TRAN-0030,محطة التاكسي مدينة زايد,Madinat Zayed Taxi Stand,airports_transport,bus_station,United Arab Emirates,Abu Dhabi,Zayed City,23.6501829,53.7069904,point,,https://www.openstreetmap.org/node/4603968389,openstreetmap,0.85,false,true,osm:node/4603968389 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-TRAN-0031,,Mainland Ferry Terminal,airports_transport,ferry_terminal,United Arab Emirates,Abu Dhabi,Al Dhannah,24.2753492,52.6138488,point,,https://www.openstreetmap.org/node/2627417184,openstreetmap,0.85,false,true,osm:node/2627417184 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-TRAN-0032,,Mussafah Bus Station,airports_transport,bus_station,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.3211518,54.5305162,point,,https://www.openstreetmap.org/way/756721128,openstreetmap,0.85,false,true,osm:way/756721128 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-TRAN-0033,مطار قرنين,Qarnayn Airport,airports_transport,airport,United Arab Emirates,Abu Dhabi,Dalma,24.9308566,52.8549014,point,,https://www.openstreetmap.org/way/1047613743,openstreetmap,0.9,false,true,osm:way/1047613743 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only | wikidata:Q16898969
AUH-TRAN-0034,,Qusahwira Air Base,airports_transport,airport,United Arab Emirates,Abu Dhabi,Um Al Zumoul,22.7757663,55.0632452,point,,https://www.openstreetmap.org/way/441881441,openstreetmap,0.85,false,true,osm:way/441881441 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-TRAN-0035,مدينة الرحبة,Rahba City,airports_transport,bus_station,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.6045252,54.6959926,point,,https://www.openstreetmap.org/node/4436849590,openstreetmap,0.85,false,true,osm:node/4436849590 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-TRAN-0036,,RUWAIS 4 BUS STATION,airports_transport,bus_station,United Arab Emirates,Abu Dhabi,Al Ruwais,24.0734896,52.656125,point,,https://www.openstreetmap.org/node/6679861086,openstreetmap,0.85,false,true,osm:node/6679861086 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-TRAN-0037,,Ruwais Bus Station,airports_transport,bus_station,United Arab Emirates,Abu Dhabi,Al Ruwais,24.0896814,52.6490911,point,,https://www.openstreetmap.org/way/329846674,openstreetmap,0.85,false,true,osm:way/329846674 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-TRAN-0038,,Ruwais Central Bus Station,airports_transport,bus_station,United Arab Emirates,Abu Dhabi,Al Ruwais,24.0819142,52.6516139,point,,https://www.openstreetmap.org/node/6679864685,openstreetmap,0.85,false,true,osm:node/6679864685 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-TRAN-0039,موقف حافلات السَّمحة,samha bus stand,airports_transport,bus_station,United Arab Emirates,Abu Dhabi,Gantout,24.6802683,54.7737043,point,,https://www.openstreetmap.org/node/4041300976,openstreetmap,0.85,false,true,osm:node/4041300976 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-TRAN-0040,,Shabiya Bus station,airports_transport,bus_station,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.3211393,54.5306762,point,,https://www.openstreetmap.org/node/6378501585,openstreetmap,0.85,false,true,osm:node/6378501585 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-TRAN-0041,,Shahama,airports_transport,bus_station,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.5484169,54.6850928,point,,https://www.openstreetmap.org/node/4822605023,openstreetmap,0.85,false,true,osm:node/4822605023 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-TRAN-0042,,Sherikate,airports_transport,bus_station,United Arab Emirates,Abu Dhabi,Al Ain,24.1436087,55.8329182,point,,https://www.openstreetmap.org/node/4581305489,openstreetmap,0.85,false,true,osm:node/4581305489 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-TRAN-0043,مطار صير بني ياس,Sir Bani Yas Airport,airports_transport,airport,United Arab Emirates,Abu Dhabi,Al Dhannah,24.2832335,52.5804517,point,,https://www.openstreetmap.org/way/267138635,openstreetmap,0.9,false,true,osm:way/267138635 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only | wikidata:Q18359082
AUH-TRAN-0044,محطة العبارات صير بني ياس,Sir Bani Yas Ferry Terminal,airports_transport,ferry_terminal,United Arab Emirates,Abu Dhabi,Al Ruwais,24.2120323,52.5920494,point,,https://www.openstreetmap.org/node/1496992581,openstreetmap,0.85,false,true,osm:node/1496992581 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-TRAN-0045,,Sweihan Air Base,airports_transport,airport,United Arab Emirates,Abu Dhabi,Gantout,24.5245667,54.969603,point,,https://www.openstreetmap.org/way/307905371,openstreetmap,0.85,false,true,osm:way/307905371 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-TRAN-0046,,Tender boat pier,airports_transport,ferry_terminal,United Arab Emirates,Abu Dhabi,Al Dhannah,24.2907049,52.639305,point,,https://www.openstreetmap.org/node/7095712486,openstreetmap,0.85,false,true,osm:node/7095712486 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-TRAN-0047,,Upper Yasat Island Airport,airports_transport,airport,United Arab Emirates,Abu Dhabi,Sila,24.2217887,52.0071488,point,,https://www.openstreetmap.org/way/200678906,openstreetmap,0.85,false,true,osm:way/200678906 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-TRAN-0048,,Water Taxi Stop,airports_transport,ferry_terminal,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4520397,54.6120972,point,,https://www.openstreetmap.org/node/13100380320,openstreetmap,0.85,false,true,osm:node/13100380320 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-TRAN-0049,مطار زاخر الخاص,Zakher Private Airfield,airports_transport,airport,United Arab Emirates,Abu Dhabi,Al Ain,24.1014641,55.6099405,point,,https://www.openstreetmap.org/way/1049328011,openstreetmap,0.85,false,true,osm:way/1049328011 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-TRAN-0050,مطار زايد الدولي,Zayed International Airport,airports_transport,airport,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4409378,54.6484874,point,,https://www.openstreetmap.org/way/685739503,openstreetmap,0.9,false,true,osm:way/685739503 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only | wikidata:Q643562
AUH-TRAN-0051,مطار جزيرة زركوه,Zirku Airport,airports_transport,airport,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.8618993,53.0778654,point,,https://www.openstreetmap.org/way/954310361,openstreetmap,0.9,false,true,osm:way/954310361 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only | wikidata:Q16904573
DXB-TRAN-0001,,Abra Station,airports_transport,ferry_terminal,United Arab Emirates,Dubai,Dubai,25.0701906,55.3082421,point,,https://www.openstreetmap.org/way/1332073266,openstreetmap,0.85,false,true,osm:way/1332073266 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
DXB-TRAN-0002,,Abra station south - Bur Dubai,airports_transport,ferry_terminal,United Arab Emirates,Dubai,Dubai,25.2646933,55.2930443,point,,https://www.openstreetmap.org/node/2941645658,openstreetmap,0.85,false,true,osm:node/2941645658 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
DXB-TRAN-0003,,Abu Hail Metro Bus Station A,airports_transport,bus_station,United Arab Emirates,Dubai,Dubai,25.2759775,55.3468522,point,,https://www.openstreetmap.org/node/5276020642,openstreetmap,0.85,false,true,osm:node/5276020642 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
DXB-TRAN-0004,,al barsha bus stand,airports_transport,bus_station,United Arab Emirates,Dubai,Dubai,25.0907435,55.237969,point,,https://www.openstreetmap.org/node/4389406393,openstreetmap,0.85,false,true,osm:node/4389406393 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
DXB-TRAN-0005,,Al Fahidi Marine Transport Station,airports_transport,ferry_terminal,United Arab Emirates,Dubai,Dubai,25.2655773,55.3007668,point,,https://www.openstreetmap.org/node/8574337378,openstreetmap,0.85,false,true,osm:node/8574337378 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
DXB-TRAN-0006,الغبيبة,Al Ghubaiba,airports_transport,ferry_terminal,United Arab Emirates,Dubai,Dubai,25.2654279,55.2912213,point,,https://www.openstreetmap.org/node/3556699356,openstreetmap,0.85,false,true,osm:node/3556699356 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
DXB-TRAN-0007,محطة حافلات الغبيبة,Al Ghubaiba Bus Station,airports_transport,bus_station,United Arab Emirates,Dubai,Dubai,25.2625855,55.2888073,point,,https://www.openstreetmap.org/way/242009300,openstreetmap,0.85,false,true,osm:way/242009300 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
DXB-TRAN-0008,الجداف‎,Al Jadaf,airports_transport,ferry_terminal,United Arab Emirates,Dubai,Dubai,25.2159471,55.3412311,point,,https://www.openstreetmap.org/node/4827657126,openstreetmap,0.85,false,true,osm:node/4827657126 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
DXB-TRAN-0009,,Al Jafiliya Bus Station,airports_transport,bus_station,United Arab Emirates,Dubai,Dubai,25.2326673,55.2923824,point,,https://www.openstreetmap.org/way/242815477,openstreetmap,0.85,false,true,osm:way/242815477 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
DXB-TRAN-0010,محطة حافلات الكرامة,Al Karama Bus Station,airports_transport,bus_station,United Arab Emirates,Dubai,Dubai,25.237757,55.303022,point,,https://www.openstreetmap.org/way/241583769,openstreetmap,0.85,false,true,osm:way/241583769 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
DXB-TRAN-0011,مطار آل مكتوم الدولي,Al Maktoum International Airport,airports_transport,airport,United Arab Emirates,Dubai,Dubai,24.9092898,55.1714328,point,,https://www.openstreetmap.org/way/214188740,openstreetmap,0.9,false,true,osm:way/214188740 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only | wikidata:Q1065223
DXB-TRAN-0012,قاعدة المنهاد الجوية,Al Minhad Air Base,airports_transport,airport,United Arab Emirates,Dubai,Dubai,25.0231226,55.3685173,point,,https://www.openstreetmap.org/relation/2352603,openstreetmap,0.9,false,true,osm:relation/2352603 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only | wikidata:Q1934988
DXB-TRAN-0013,,Al Quoz 2,airports_transport,bus_station,United Arab Emirates,Dubai,Dubai,25.1247031,55.2512075,point,,https://www.openstreetmap.org/node/4834310921,openstreetmap,0.85,false,true,osm:node/4834310921 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
DXB-TRAN-0014,,Al Quoz Bus Station,airports_transport,bus_station,United Arab Emirates,Dubai,Dubai,25.1470446,55.2323225,point,,https://www.openstreetmap.org/way/241581216,openstreetmap,0.85,false,true,osm:way/241581216 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
DXB-TRAN-0015,,Al Qusais Bus Station,airports_transport,bus_station,United Arab Emirates,Dubai,Dubai,25.265634,55.433537,point,,https://www.openstreetmap.org/node/4521613397,openstreetmap,0.85,false,true,osm:node/4521613397 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
DXB-TRAN-0016,,Al Rashidiya Bus Station,airports_transport,bus_station,United Arab Emirates,Dubai,Dubai,25.2294091,55.3914128,point,,https://www.openstreetmap.org/node/11885120286,openstreetmap,0.85,false,true,osm:node/11885120286 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
DXB-TRAN-0017,,Al Ruwyah Bus Depot,airports_transport,bus_station,United Arab Emirates,Dubai,Dubai,25.0910533,55.3930695,point,,https://www.openstreetmap.org/relation/3993266,openstreetmap,0.85,false,true,osm:relation/3993266 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
DXB-TRAN-0018,السبخة,Al Sabkha,airports_transport,ferry_terminal,United Arab Emirates,Dubai,Dubai,25.2670783,55.3035371,point,,https://www.openstreetmap.org/node/3556724538,openstreetmap,0.85,false,true,osm:node/3556724538 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
DXB-TRAN-0019,,Al Sabkha Abra terminal (North),airports_transport,ferry_terminal,United Arab Emirates,Dubai,Dubai,25.2672604,55.3031626,point,,https://www.openstreetmap.org/node/315524198,openstreetmap,0.85,false,true,osm:node/315524198 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
DXB-TRAN-0020,,Al Satwa Bus Station,airports_transport,bus_station,United Arab Emirates,Dubai,Dubai,25.228541,55.2745296,point,,https://www.openstreetmap.org/way/1116427953,openstreetmap,0.85,false,true,osm:way/1116427953 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
DXB-TRAN-0021,,Al Seef Marine Transport Station,airports_transport,ferry_terminal,United Arab Emirates,Dubai,Dubai,25.2600203,55.3102066,point,,https://www.openstreetmap.org/node/6289699655,openstreetmap,0.85,false,true,osm:node/6289699655 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
DXB-TRAN-0022,محطة الوصل للنقل البحري,Al Wasl Marine Transport Station,airports_transport,ferry_terminal,United Arab Emirates,Dubai,Dubai,25.1897992,55.244059,point,,https://www.openstreetmap.org/node/8560061423,openstreetmap,0.85,false,true,osm:node/8560061423 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
DXB-TRAN-0023,,Baniyas - water bus terminal,airports_transport,ferry_terminal,United Arab Emirates,Dubai,Dubai,25.2625884,55.3114086,point,,https://www.openstreetmap.org/node/3556699367,openstreetmap,0.85,false,true,osm:node/3556699367 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
DXB-TRAN-0024,,Bar Dubai - water bus terminal,airports_transport,ferry_terminal,United Arab Emirates,Dubai,Dubai,25.2647926,55.2933384,point,,https://www.openstreetmap.org/node/3556699360,openstreetmap,0.85,false,true,osm:node/3556699360 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
DXB-TRAN-0025,,Big bus (stop 4),airports_transport,bus_station,United Arab Emirates,Dubai,Dubai,25.25228,55.3024118,point,,https://www.openstreetmap.org/node/6359850985,openstreetmap,0.85,false,true,osm:node/6359850985 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
DXB-TRAN-0026,,Big bus 10 (red tour),airports_transport,bus_station,United Arab Emirates,Dubai,Dubai,25.2525102,55.330955,point,,https://www.openstreetmap.org/node/6359814685,openstreetmap,0.85,false,true,osm:node/6359814685 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
DXB-TRAN-0027,,Big bus 14,airports_transport,bus_station,United Arab Emirates,Dubai,Dubai,25.1331679,55.187487,point,,https://www.openstreetmap.org/node/6358621686,openstreetmap,0.85,false,true,osm:node/6358621686 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
DXB-TRAN-0028,,Big bus 22 Atlantis the Palm,airports_transport,bus_station,United Arab Emirates,Dubai,Dubai,25.132955,55.1186685,point,,https://www.openstreetmap.org/node/6358632786,openstreetmap,0.85,false,true,osm:node/6358632786 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
DXB-TRAN-0029,,Big bus 3 Wafi moll,airports_transport,bus_station,United Arab Emirates,Dubai,Dubai,25.2291128,55.3190195,point,,https://www.openstreetmap.org/node/6360190085,openstreetmap,0.85,false,true,osm:node/6360190085 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
DXB-TRAN-0030,,Big bus 5,airports_transport,bus_station,United Arab Emirates,Dubai,Dubai,25.2635567,55.2975607,point,,https://www.openstreetmap.org/node/6359864485,openstreetmap,0.85,false,true,osm:node/6359864485 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
DXB-TRAN-0031,,Big bus 6 (red line),airports_transport,bus_station,United Arab Emirates,Dubai,Dubai,25.2644937,55.2928202,point,,https://www.openstreetmap.org/node/6359964285,openstreetmap,0.85,false,true,osm:node/6359964285 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
DXB-TRAN-0032,,Bluewaters Marine Transport Station,airports_transport,ferry_terminal,United Arab Emirates,Dubai,Dubai,25.0764398,55.1248462,point,,https://www.openstreetmap.org/node/7027774641,openstreetmap,0.85,false,true,osm:node/7027774641 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
DXB-TRAN-0033,,Business Bay 2 Bus Station,airports_transport,bus_station,United Arab Emirates,Dubai,Dubai,25.1847439,55.286757,point,,https://www.openstreetmap.org/way/1530998165,openstreetmap,0.85,false,true,osm:way/1530998165 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
